id,project_name,url,dependency_count,licenses_count,critical_cves_count,high_cves_count,medium_cves_count,low_cves_count,sbomqs_rating,format,format_version,origin,tool,creation_time
643,com.github.tschaub/grunt-newer,https://github.com/tschaub/grunt-newer,13,1,0,0,0,3,6.85,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:23Z
644,com.github.bradleyjkemp/memviz,https://github.com/bradleyjkemp/memviz,3,1,0,0,0,0,6.97,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:38Z
645,com.github.dchelimsky/rspec,https://github.com/dchelimsky/rspec,16,1,0,0,0,0,6.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:49Z
646,com.github.susiai/susi_api,https://github.com/susiai/susi_api,11,0,0,0,0,0,5.12,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:52Z
647,com.github.susiai/susi_android_v1,https://github.com/susiai/susi_android_v1,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:37Z
648,com.github.susiai/susi_shell,https://github.com/susiai/susi_shell,3,1,0,0,0,0,6.21,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:44Z
649,com.github.tuesda/CircleRefreshLayout,https://github.com/tuesda/CircleRefreshLayout,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:44Z
650,com.github.etsy/deployinator,https://github.com/etsy/deployinator,15,1,0,0,0,0,6.52,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:19Z
651,com.github.avast/android-styled-dialogs,https://github.com/avast/android-styled-dialogs,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:41Z
652,com.github.gchp/iota,https://github.com/gchp/iota,83,1,0,0,0,4,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:53Z
653,com.github.afollestad/material-cab,https://github.com/afollestad/material-cab,3,1,0,0,0,0,6.97,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:36Z
654,com.github.fusesource/mqtt-client,https://github.com/fusesource/mqtt-client,36,1,0,0,0,1,7.1,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:14Z
655,com.github.expo/xde,https://github.com/expo/xde,79,1,0,0,0,0,6.43,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:10Z
656,com.github.appc/spec,https://github.com/appc/spec,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:18Z
657,com.github.vikramkakkar/SublimePicker,https://github.com/vikramkakkar/SublimePicker,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:18Z
658,com.github.duojs/duo,https://github.com/duojs/duo,60,0,0,0,0,0,6.48,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:33Z
659,com.github.alibaba/bindingx,https://github.com/alibaba/bindingx,717,0,0,0,0,56,7.57,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:25Z
660,com.github.dustingetz/react-cursor,https://github.com/dustingetz/react-cursor,45,0,0,0,0,0,6.46,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:31Z
661,com.github.fgrehm/vagrant-cachier,https://github.com/fgrehm/vagrant-cachier,41,1,0,0,0,40,7.61,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:38Z
662,com.github.angular-dashboard-framework/angular-dashboard-framework,https://github.com/angular-dashboard-framework/angular-dashboard-framework,42,1,0,0,0,0,6.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:21Z
663,com.github.mynyml/watchr,https://github.com/mynyml/watchr,4,1,0,0,0,0,6.59,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:58Z
664,com.github.Subash/Prepros,https://github.com/Subash/Prepros,24,1,0,0,0,14,7.56,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:16Z
665,com.github.shehuan/CombineBitmap,https://github.com/shehuan/CombineBitmap,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:21Z
666,com.github.kevin-montrose/Sigil,https://github.com/kevin-montrose/Sigil,3,1,0,0,0,0,6.97,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:43Z
667,com.github.slate/slate,https://github.com/slate/slate,8,1,0,0,0,0,6.53,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:13Z
668,com.github.whilu/AndroidTagView,https://github.com/whilu/AndroidTagView,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:03Z
669,com.github.angular-ui/ui-calendar,https://github.com/angular-ui/ui-calendar,16,1,0,0,0,0,6.42,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:29Z
670,com.github.angular-ui/ui-sortable,https://github.com/angular-ui/ui-sortable,33,1,0,0,0,0,6.34,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:16Z
671,com.github.addyosmani/timing.js,https://github.com/addyosmani/timing.js,3,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:11Z
672,com.github.cloudhead/node-static,https://github.com/cloudhead/node-static,256,1,0,0,0,8,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:36Z
673,com.github.hayaku/hayaku,https://github.com/hayaku/hayaku,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:48Z
674,com.github.mindreframer/golang-stuff,https://github.com/mindreframer/golang-stuff,69,0,0,0,0,18,7.58,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:24Z
675,com.github.pavelk2/social-feed,https://github.com/pavelk2/social-feed,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:52Z
676,com.github.diegonetto/generator-ionic,https://github.com/diegonetto/generator-ionic,17,1,0,0,0,0,6.42,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:50Z
677,com.github.acdlite/redux-router,https://github.com/acdlite/redux-router,38,1,0,0,0,0,6.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:18Z
678,com.github.truebit/xUnique,https://github.com/truebit/xUnique,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:32Z
679,com.github.postwait/node-amqp,https://github.com/postwait/node-amqp,4,1,0,0,0,0,6.59,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:01Z
680,com.github.Yalantis/FlipViewPager.Draco,https://github.com/Yalantis/FlipViewPager.Draco,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:28Z
681,com.github.amhoho/electron-cn-docs,https://github.com/amhoho/electron-cn-docs,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:34Z
682,com.github.markushi/android-circlebutton,https://github.com/markushi/android-circlebutton,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:42Z
683,com.github.kamon-io/docker-grafana-graphite,https://github.com/kamon-io/docker-grafana-graphite,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:48Z
684,com.github.chiphuyen/sotawhat,https://github.com/chiphuyen/sotawhat,4,0,0,0,0,0,5.11,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:43Z
685,com.github.fex-team/GMU,https://github.com/fex-team/GMU,13,0,0,0,0,0,5.49,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:22Z
686,com.github.bchanx/slidr,https://github.com/bchanx/slidr,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:03Z
687,com.github.ervandew/eclim,https://github.com/ervandew/eclim,4,1,0,0,0,1,6.82,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:21Z
688,com.github.marianoguerra/json.human.js,https://github.com/marianoguerra/json.human.js,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:08Z
689,com.github.f2prateek/dart,https://github.com/f2prateek/dart,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:57:43Z
690,com.github.phodal/growth,https://github.com/phodal/growth,873,0,0,0,0,96,7.71,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:59Z
691,com.github.Famous/famous-angular,https://github.com/Famous/famous-angular,49,1,0,0,0,2,6.55,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:13Z
692,com.github.mjibson/goread,https://github.com/mjibson/goread,9,1,0,0,0,0,6.62,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:08Z
693,com.github.Robot-Will/Stino,https://github.com/Robot-Will/Stino,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:56Z
694,com.github.WICG/EventListenerOptions,https://github.com/WICG/EventListenerOptions,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:29Z
695,com.github.qdrzwd/VideoRecorder,https://github.com/qdrzwd/VideoRecorder,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:40Z
696,com.github.caiogondim/logdown.js,https://github.com/caiogondim/logdown.js,620,1,0,0,0,56,7.73,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:29Z
697,com.github.klbostee/dumbo,https://github.com/klbostee/dumbo,3,0,0,0,0,0,5.15,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:09Z
698,com.github.ccoenraets/nodecellar,https://github.com/ccoenraets/nodecellar,4,0,0,0,0,1,6.82,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:18Z
699,com.github.sharish/CreditCardView,https://github.com/sharish/CreditCardView,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:51Z
700,com.github.mailboxer/mailboxer,https://github.com/mailboxer/mailboxer,17,1,0,0,0,0,6.44,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:46Z
701,com.github.jakemmarsh/angularjs-gulp-browserify-boilerplate,https://github.com/jakemmarsh/angularjs-gulp-browserify-boilerplate,55,1,0,0,0,0,6.4,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:29Z
702,com.github.maqetta/maqetta,https://github.com/maqetta/maqetta,3,0,0,0,0,0,5.76,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:23Z
703,com.github.3rd-Eden/memcached,https://github.com/3rd-Eden/memcached,6,1,0,0,0,0,6.29,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:25Z
704,com.github.binaryjs/binaryjs,https://github.com/binaryjs/binaryjs,6,1,0,0,0,0,6.52,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:34Z
705,com.github.adobe/brackets-shell,https://github.com/adobe/brackets-shell,11,1,0,0,0,3,7.56,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:00Z
706,com.github.webpack/docs,https://github.com/webpack/docs,29,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:45Z
707,com.github.webpack/react-starter,https://github.com/webpack/react-starter,29,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:31Z
708,com.github.kenberkeley/vue-demo,https://github.com/kenberkeley/vue-demo,57,1,0,0,0,0,6.4,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:41Z
709,com.github.ben-eb/gulp-uncss,https://github.com/ben-eb/gulp-uncss,6,1,0,0,0,0,6.52,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:25Z
710,com.github.babel/babel-preset-env,https://github.com/babel/babel-preset-env,551,1,0,0,0,58,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:30Z
711,com.github.PGYER/fir-cli,https://github.com/PGYER/fir-cli,15,1,0,0,0,0,6.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:04Z
712,com.github.adobe-research/theseus,https://github.com/adobe-research/theseus,5,0,0,0,0,3,7.18,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:56Z
713,com.github.Arello-Mobile/Moxy,https://github.com/Arello-Mobile/Moxy,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:59Z
714,com.github.socketio/socket.io-p2p,https://github.com/socketio/socket.io-p2p,24,1,0,0,0,0,6.48,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:46Z
715,com.github.rubyzip/rubyzip,https://github.com/rubyzip/rubyzip,12,0,0,0,0,0,5.57,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:08Z
716,com.github.searchbox-io/Jest,https://github.com/searchbox-io/Jest,69,1,0,0,0,21,6.86,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:46Z
717,com.github.mattbaird/elastigo,https://github.com/mattbaird/elastigo,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:22Z
718,com.github.ether/pad,https://github.com/ether/pad,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:27Z
719,com.github.NoamB/sorcery,https://github.com/NoamB/sorcery,15,1,0,0,0,0,6.42,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:17Z
720,com.github.sketch-hq/svgo-compressor,https://github.com/sketch-hq/svgo-compressor,548,1,0,0,0,15,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:17Z
721,com.github.ambethia/recaptcha,https://github.com/ambethia/recaptcha,47,1,0,0,0,2,7.24,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:12Z
722,com.github.loklak/loklak_go_api,https://github.com/loklak/loklak_go_api,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:44Z
723,com.github.loklak/loklak_IBM_Home_Automation,https://github.com/loklak/loklak_IBM_Home_Automation,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:40Z
724,com.github.loklak/loklak_jlib_api,https://github.com/loklak/loklak_jlib_api,4,1,0,0,0,2,7.5,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:42Z
725,com.github.loklak/loklak_dotnet_api,https://github.com/loklak/loklak_dotnet_api,7,0,0,0,0,1,7.01,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:39Z
726,com.github.vivianli-me/ReactNativeOne,https://github.com/vivianli-me/ReactNativeOne,13,1,0,0,0,0,7.03,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:47Z
727,com.github.javiersantos/MaterialStyledDialogs,https://github.com/javiersantos/MaterialStyledDialogs,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:57:45Z
728,com.github.muan/mojibar,https://github.com/muan/mojibar,349,1,0,0,0,60,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:59Z
729,com.github.normalize/mz,https://github.com/normalize/mz,7,1,0,0,0,0,6.49,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:41Z
730,com.github.rmurphey/jqfundamentals,https://github.com/rmurphey/jqfundamentals,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:05Z
731,com.github.igrigorik/em-synchrony,https://github.com/igrigorik/em-synchrony,13,1,0,0,0,0,6.54,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:09Z
732,com.github.igrigorik/em-websocket,https://github.com/igrigorik/em-websocket,8,1,0,0,0,0,6.48,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:03Z
733,com.github.igrigorik/em-http-request,https://github.com/igrigorik/em-http-request,19,0,0,0,0,0,6.44,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:57:12Z
734,com.github.filamentgroup/Responsive-Images,https://github.com/filamentgroup/Responsive-Images,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:44Z
735,com.github.filamentgroup/fixed-sticky,https://github.com/filamentgroup/fixed-sticky,13,1,0,0,0,0,6.43,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:34Z
736,com.github.jfeinstein10/JazzyViewPager,https://github.com/jfeinstein10/JazzyViewPager,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:55Z
737,com.github.powmedia/backbone-forms,https://github.com/powmedia/backbone-forms,7,1,0,0,0,0,6.49,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:36Z
738,com.github.reduxjs/redux-mock-store,https://github.com/reduxjs/redux-mock-store,337,1,0,0,0,25,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:06Z
739,com.github.madebysource/lesshat,https://github.com/madebysource/lesshat,8,1,0,0,0,0,6.65,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:34Z
740,com.github.madebysource/pho-devstack,https://github.com/madebysource/pho-devstack,30,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:57Z
741,com.github.jmdobry/angular-cache,https://github.com/jmdobry/angular-cache,25,1,0,0,0,12,7.71,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:38Z
742,com.github.mbleigh/seed-fu,https://github.com/mbleigh/seed-fu,8,1,0,0,0,0,6.48,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:14Z
743,com.github.ErickWendel/semana-javascript-expert04,https://github.com/ErickWendel/semana-javascript-expert04,229,0,0,0,0,17,7.71,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:47Z
744,com.github.JoelBesada/scrollpath,https://github.com/JoelBesada/scrollpath,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:51Z
745,com.github.trentrichardson/jQuery-Timepicker-Addon,https://github.com/trentrichardson/jQuery-Timepicker-Addon,13,1,0,0,0,0,6.43,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:56Z
746,com.github.platanus/angular-restmod,https://github.com/platanus/angular-restmod,23,1,0,0,0,0,6.26,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:53Z
747,com.github.bignerdranch/expandable-recycler-view,https://github.com/bignerdranch/expandable-recycler-view,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:57:13Z
748,com.github.rashidkpc/kibana2,https://github.com/rashidkpc/kibana2,30,0,0,0,0,15,7.15,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:27Z
749,com.github.debops/debops-tools,https://github.com/debops/debops-tools,5,1,0,0,0,0,6.09,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:39Z
750,com.github.qifengdeqingchen/SeatTable,https://github.com/qifengdeqingchen/SeatTable,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:44Z
751,com.github.jasonpolites/gesture-imageview,https://github.com/jasonpolites/gesture-imageview,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:45Z
752,com.github.kaola-fed/megalo,https://github.com/kaola-fed/megalo,1456,1,0,0,0,166,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:50Z
753,com.github.vadimdemedes/gifi,https://github.com/vadimdemedes/gifi,9,1,0,0,0,0,6.46,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:33Z
754,com.github.FiloSottile/Heartbleed,https://github.com/FiloSottile/Heartbleed,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:20Z
755,com.github.techpines/express.io,https://github.com/techpines/express.io,34,0,0,0,0,6,6.64,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:55Z
756,com.github.YoSmudge/dnsyo,https://github.com/YoSmudge/dnsyo,4,1,0,0,0,3,7.05,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:15Z
757,com.github.Marcisbee/radi,https://github.com/Marcisbee/radi,872,1,0,0,0,64,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:23Z
758,com.github.yyx990803/zoomerang,https://github.com/yyx990803/zoomerang,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:57:10Z
759,com.github.lugolabs/circles,https://github.com/lugolabs/circles,4,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:56Z
760,com.github.yydcdut/PhotoNoter,https://github.com/yydcdut/PhotoNoter,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:56Z
761,com.github.nicolewhite/algebra.js,https://github.com/nicolewhite/algebra.js,7,1,0,0,0,0,6.49,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:02Z
762,com.github.r-park/todo-react-redux,https://github.com/r-park/todo-react-redux,1105,1,0,0,0,129,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:46Z
763,com.github.tvbarthel/BlurDialogFragment,https://github.com/tvbarthel/BlurDialogFragment,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:48Z
764,com.github.kanytu/android-parallax-recyclerview,https://github.com/kanytu/android-parallax-recyclerview,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:54Z
765,com.github.nytimes/backbone.stickit,https://github.com/nytimes/backbone.stickit,18,1,0,0,0,0,6.41,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:26Z
766,com.github.mwolfson/android-historian,https://github.com/mwolfson/android-historian,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:21Z
767,com.github.invertase/react-native-firebase-starter,https://github.com/invertase/react-native-firebase-starter,762,0,0,0,0,61,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:04Z
768,com.github.sebastien/cuisine,https://github.com/sebastien/cuisine,2,0,0,0,0,0,5.23,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:20Z
769,com.github.Twipped/Kalendae,https://github.com/Twipped/Kalendae,4,1,0,0,0,0,7.61,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:04Z
770,com.github.mike-zarandona/PrettyEmbed.js,https://github.com/mike-zarandona/PrettyEmbed.js,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:48Z
771,com.github.developit/karmatic,https://github.com/developit/karmatic,43,0,0,0,0,0,6.48,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:59Z
772,com.github.developit/preact-boilerplate,https://github.com/developit/preact-boilerplate,52,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:54Z
773,com.github.tidev/alloy,https://github.com/tidev/alloy,685,0,0,0,0,14,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:04Z
774,com.github.happynear/caffe-windows,https://github.com/happynear/caffe-windows,21,0,0,0,0,0,5.3,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:17Z
775,com.github.Cutta/GifView,https://github.com/Cutta/GifView,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:55Z
776,com.github.1602/compound,https://github.com/1602/compound,16,0,0,0,0,0,6.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:00Z
777,com.github.sdiehl/kaleidoscope,https://github.com/sdiehl/kaleidoscope,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:47Z
778,com.github.maurycyw/StaggeredGridView,https://github.com/maurycyw/StaggeredGridView,5,0,0,0,0,0,7.09,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:28Z
779,com.github.karmi/retire,https://github.com/karmi/retire,26,1,0,0,0,0,6.4,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:20Z
780,com.github.mrwonderman/android-square-progressbar,https://github.com/mrwonderman/android-square-progressbar,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:06Z
781,com.github.souporserious/react-measure,https://github.com/souporserious/react-measure,1580,1,0,0,0,138,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:11Z
782,com.github.devopsgroup-io/vagrant-digitalocean,https://github.com/devopsgroup-io/vagrant-digitalocean,7,1,0,0,0,0,6.49,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:57Z
783,com.github.michaldrabik/TapBarMenu,https://github.com/michaldrabik/TapBarMenu,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:38Z
