id,project_name,url,dependency_count,licenses_count,critical_cves_count,high_cves_count,medium_cves_count,low_cves_count,sbomqs_rating,format,format_version,origin,tool,creation_time
361,com.github.cowboy/jquery-tiny-pubsub,https://github.com/cowboy/jquery-tiny-pubsub,8,1,0,0,0,0,6.82,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:06Z
362,com.github.gka/canvid,https://github.com/gka/canvid,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:02Z
363,com.github.liferay/alloy-ui,https://github.com/liferay/alloy-ui,31,0,0,0,0,0,6.42,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:06Z
364,com.github.liferay/senna.js,https://github.com/liferay/senna.js,615,0,0,0,0,61,7.7,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:56Z
365,com.github.weixiyen/jquery-filedrop,https://github.com/weixiyen/jquery-filedrop,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:58Z
366,com.github.nucypher/zerodb,https://github.com/nucypher/zerodb,16,1,0,0,0,0,6.28,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:02Z
367,com.github.fulcrum-agile/fulcrum,https://github.com/fulcrum-agile/fulcrum,89,1,0,0,0,80,7.68,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:10Z
368,com.github.dissimulate/Tearable-Cloth,https://github.com/dissimulate/Tearable-Cloth,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:41Z
369,com.github.zzz40500/android-shapeLoadingView,https://github.com/zzz40500/android-shapeLoadingView,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:42Z
370,com.github.apigy/selfstarter,https://github.com/apigy/selfstarter,65,0,0,0,0,37,7.68,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:36Z
371,com.github.nathanboktae/mocha-phantomjs,https://github.com/nathanboktae/mocha-phantomjs,8,1,0,0,0,1,6.65,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:18Z
372,com.github.peggyrayzis/react-native-create-bridge,https://github.com/peggyrayzis/react-native-create-bridge,468,1,0,0,0,52,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:41Z
373,com.github.kenkeiter/skeuocard,https://github.com/kenkeiter/skeuocard,8,1,0,0,0,0,6.42,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:35Z
374,com.github.sleepybear1113/taobaoVisitingVenues,https://github.com/sleepybear1113/taobaoVisitingVenues,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:12Z
375,com.github.styled-components/styled-theming,https://github.com/styled-components/styled-theming,490,1,0,0,0,52,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:09Z
376,com.github.fluttercommunity/flutter_webview_plugin,https://github.com/fluttercommunity/flutter_webview_plugin,5,0,0,0,0,0,5.73,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:47Z
377,com.github.wangjiegulu/RapidFloatingActionButton,https://github.com/wangjiegulu/RapidFloatingActionButton,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:46Z
378,com.github.shama/gaze,https://github.com/shama/gaze,9,1,0,0,0,0,6.46,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:37Z
379,com.github.shama/webpack-stream,https://github.com/shama/webpack-stream,17,1,0,0,0,0,6.42,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:37Z
380,com.github.html-sketchapp/html-sketchapp,https://github.com/html-sketchapp/html-sketchapp,802,1,0,0,0,52,7.73,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:26Z
381,com.github.badoualy/morphy-toolbar,https://github.com/badoualy/morphy-toolbar,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:41Z
382,com.github.t4t5/react-native-router,https://github.com/t4t5/react-native-router,2,1,0,0,0,0,7.05,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:02Z
383,com.github.Wisembly/basil.js,https://github.com/Wisembly/basil.js,624,0,0,0,0,58,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:06Z
384,com.github.danlucraft/git.js,https://github.com/danlucraft/git.js,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:24Z
385,com.github.zzarcon/focusable,https://github.com/zzarcon/focusable,8,1,0,0,0,0,6.48,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:45Z
386,com.github.etianen/html5media,https://github.com/etianen/html5media,9,1,0,0,0,0,6.41,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:01Z
387,com.github.loopj/android-smart-image-view,https://github.com/loopj/android-smart-image-view,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:30Z
388,com.github.airbnb/infinity,https://github.com/airbnb/infinity,6,0,0,0,0,2,7.2,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:49Z
389,com.github.TheGreyGhost/MinecraftByExample,https://github.com/TheGreyGhost/MinecraftByExample,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:30Z
390,com.github.mbenford/ngTagsInput,https://github.com/mbenford/ngTagsInput,41,1,0,0,0,6,7.68,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:23Z
391,com.github.GSA/datagov-wptheme,https://github.com/GSA/datagov-wptheme,128,0,0,0,0,37,7.7,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:17Z
392,com.github.Automattic/knox,https://github.com/Automattic/knox,7,1,0,0,0,0,6.36,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:51Z
393,com.github.Automattic/antiscroll,https://github.com/Automattic/antiscroll,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:41Z
394,com.github.kaedea/android-dynamical-loading,https://github.com/kaedea/android-dynamical-loading,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:43Z
395,com.github.vivian8725118/TimeLine,https://github.com/vivian8725118/TimeLine,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:54Z
396,com.github.SquareSquash/web,https://github.com/SquareSquash/web,96,1,0,0,0,76,7.63,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:56Z
397,com.github.rescrv/HyperDex,https://github.com/rescrv/HyperDex,3,1,0,0,0,0,6.67,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:37Z
398,com.github.zensh/jsgen,https://github.com/zensh/jsgen,24,1,0,0,0,0,6.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:05Z
399,com.github.jacobrask/styledocco,https://github.com/jacobrask/styledocco,14,1,0,0,0,0,6.36,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:49Z
400,com.github.mafintosh/is-my-json-valid,https://github.com/mafintosh/is-my-json-valid,9,1,0,0,0,0,6.46,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:19Z
401,com.github.Julienh/Sharrre,https://github.com/Julienh/Sharrre,8,1,0,0,0,0,6.08,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:20Z
402,com.github.lyrebirdstudio/Croppy,https://github.com/lyrebirdstudio/Croppy,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:11Z
403,com.github.yigit/dev-summit-architecture-demo,https://github.com/yigit/dev-summit-architecture-demo,53,1,0,0,0,79,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:25Z
404,com.github.sahildave/Search-View-Layout,https://github.com/sahildave/Search-View-Layout,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:06Z
405,com.github.mikepenz/Android-ActionItemBadge,https://github.com/mikepenz/Android-ActionItemBadge,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:01Z
406,com.github.cognitect-labs/transducers-js,https://github.com/cognitect-labs/transducers-js,12,1,0,0,0,4,7.61,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:01Z
407,com.github.tildeio/htmlbars,https://github.com/tildeio/htmlbars,22,1,0,0,0,0,6.69,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:58Z
408,com.github.Jude95/SwipeBackHelper,https://github.com/Jude95/SwipeBackHelper,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:45Z
409,com.github.romainguy/google-io-2014,https://github.com/romainguy/google-io-2014,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:19Z
410,com.github.romainguy/road-trip,https://github.com/romainguy/road-trip,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:42Z
411,com.github.liaohuqiu/android-GridViewWithHeaderAndFooter,https://github.com/liaohuqiu/android-GridViewWithHeaderAndFooter,3,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:57Z
412,com.github.liaohuqiu/cube-sdk,https://github.com/liaohuqiu/cube-sdk,21,1,0,0,0,0,7.06,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:57:43Z
413,com.github.liaohuqiu/android-UCToast,https://github.com/liaohuqiu/android-UCToast,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:49Z
414,com.github.jmzkChain/jmzk,https://github.com/jmzkChain/jmzk,6,0,0,0,0,0,5.08,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:01Z
415,com.github.formly-js/angular-formly,https://github.com/formly-js/angular-formly,49,1,0,0,0,14,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:24Z
416,com.github.casesandberg/reactcss,https://github.com/casesandberg/reactcss,31,1,0,0,0,0,6.44,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:02Z
417,com.github.jvm-profiling-tools/honest-profiler,https://github.com/jvm-profiling-tools/honest-profiler,16,1,0,0,0,49,7.39,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:58Z
418,com.github.s-a/iron-node,https://github.com/s-a/iron-node,308,0,0,0,0,42,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:16Z
419,com.github.zbtang/React-Native-ViewPager,https://github.com/zbtang/React-Native-ViewPager,586,0,0,0,0,67,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:07Z
420,com.github.aickin/react-dom-stream,https://github.com/aickin/react-dom-stream,7,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:02Z
421,com.github.twitter-archive/ambrose,https://github.com/twitter-archive/ambrose,56,1,0,0,0,89,6.73,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:54Z
422,com.github.react-materialize/react-materialize,https://github.com/react-materialize/react-materialize,1850,1,0,0,0,66,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:43Z
423,com.github.geraintluff/tv4,https://github.com/geraintluff/tv4,20,0,0,0,0,0,5.48,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:35Z
424,com.github.taofed/react-web,https://github.com/taofed/react-web,32,0,0,0,0,1,6.83,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:34Z
425,com.github.lastbackend/lastbackend,https://github.com/lastbackend/lastbackend,59,1,0,0,0,32,6.83,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:47Z
426,com.github.visionmedia/uikit,https://github.com/visionmedia/uikit,3,0,0,0,0,0,5.15,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:18Z
427,com.github.visionmedia/express-resource,https://github.com/visionmedia/express-resource,11,0,0,0,0,0,6.49,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:13Z
428,com.github.akira-cn/FE_You_dont_know,https://github.com/akira-cn/FE_You_dont_know,946,0,0,0,0,66,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:28Z
429,com.github.peaksandpies/universal-analytics,https://github.com/peaksandpies/universal-analytics,11,0,0,0,0,0,7.6,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:59Z
430,com.github.stephenmcd/django-socketio,https://github.com/stephenmcd/django-socketio,4,1,0,0,0,0,6.82,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:24Z
431,com.github.ulope/pyformat.info,https://github.com/ulope/pyformat.info,10,1,0,0,0,6,7.59,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:54Z
432,com.github.Chanven/CommonPullToRefresh,https://github.com/Chanven/CommonPullToRefresh,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:47Z
433,com.github.vccw-team/vccw,https://github.com/vccw-team/vccw,19,1,0,0,0,3,7.68,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:29Z
434,com.github.naholyr/github-todos,https://github.com/naholyr/github-todos,16,1,0,0,0,0,6.62,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:46Z
435,com.github.mjackson/expect,https://github.com/mjackson/expect,31,1,0,0,0,0,6.39,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:21Z
436,com.github.adtile/fixed-nav,https://github.com/adtile/fixed-nav,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:30Z
437,com.github.ElemeFE/react-amap,https://github.com/ElemeFE/react-amap,1011,1,0,0,0,98,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:29Z
438,com.github.tjoudeh/AngularJSAuthentication,https://github.com/tjoudeh/AngularJSAuthentication,30,0,0,0,0,8,6.86,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:57Z
439,com.github.lavas-project/lavas,https://github.com/lavas-project/lavas,106,1,0,0,0,0,6.39,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:07Z
440,com.github.tower/tower,https://github.com/tower/tower,14,1,0,0,0,0,6.49,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:39Z
441,com.github.chinmaymk/angular-charts,https://github.com/chinmaymk/angular-charts,20,1,0,0,0,0,6.32,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:28Z
442,com.github.phimpme/phimpme-android-v1,https://github.com/phimpme/phimpme-android-v1,1,1,0,0,0,0,6.82,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:21Z
443,com.github.phimpme/phimpme-generator,https://github.com/phimpme/phimpme-generator,6,1,0,0,0,0,6.44,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:23Z
444,com.github.k0shk0sh/PermissionHelper,https://github.com/k0shk0sh/PermissionHelper,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:57:04Z
445,com.github.node-modules/utility,https://github.com/node-modules/utility,25,0,0,0,0,0,6.42,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:57:01Z
446,com.github.krispo/angular-nvd3,https://github.com/krispo/angular-nvd3,16,1,0,0,0,0,6.36,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:26Z
447,com.github.Webschool-io/be-mean,https://github.com/Webschool-io/be-mean,51,0,0,0,0,0,6.39,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:49Z
448,com.github.dergachev/screengif,https://github.com/dergachev/screengif,4,1,0,0,0,0,6.59,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:20Z
449,com.github.strongloop/node-foreman,https://github.com/strongloop/node-foreman,9,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:22Z
450,com.github.AndroidKnife/RxBus,https://github.com/AndroidKnife/RxBus,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:43Z
451,com.github.cn-ljb/rxjava_for_android,https://github.com/cn-ljb/rxjava_for_android,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:54Z
452,com.github.tnajdek/angular-requirejs-seed,https://github.com/tnajdek/angular-requirejs-seed,13,1,0,0,0,0,6.43,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:30Z
453,com.github.angularjs-nvd3-directives/angularjs-nvd3-directives,https://github.com/angularjs-nvd3-directives/angularjs-nvd3-directives,23,1,0,0,0,0,6.4,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:52Z
454,com.github.keklikhasan/LDrawer,https://github.com/keklikhasan/LDrawer,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:21Z
455,com.github.oblador/angular-scroll,https://github.com/oblador/angular-scroll,15,1,0,0,0,0,6.42,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:35Z
456,com.github.vmihalachi/turbo-editor,https://github.com/vmihalachi/turbo-editor,1,1,0,0,0,0,6.82,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:59Z
457,com.github.amoffat/snake,https://github.com/amoffat/snake,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:17Z
458,com.github.coresmart/persistencejs,https://github.com/coresmart/persistencejs,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:54Z
459,com.github.frakbot/JumpingBeans,https://github.com/frakbot/JumpingBeans,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:06Z
460,com.github.zaihuishou/ExpandableRecyclerview,https://github.com/zaihuishou/ExpandableRecyclerview,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:07Z
461,com.github.geuis/helium-css,https://github.com/geuis/helium-css,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:30Z
462,com.github.YuzuJS/setImmediate,https://github.com/YuzuJS/setImmediate,6,1,0,0,0,0,6.52,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:50Z
463,com.github.steelThread/redmon,https://github.com/steelThread/redmon,22,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:01Z
464,com.github.reark/reark,https://github.com/reark/reark,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:57Z
465,com.github.jfinkels/flask-restless,https://github.com/jfinkels/flask-restless,13,1,0,0,0,0,6.15,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:26Z
466,com.github.fenjuly/ArrowDownloadButton,https://github.com/fenjuly/ArrowDownloadButton,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:59Z
467,com.github.googlesamples/android-vision,https://github.com/googlesamples/android-vision,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:41Z
468,com.github.jonathanpenn/ui-auto-monkey,https://github.com/jonathanpenn/ui-auto-monkey,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:43Z
469,com.github.cbrauckmuller/helium,https://github.com/cbrauckmuller/helium,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:36Z
470,com.github.bcicen/slackcat,https://github.com/bcicen/slackcat,8,1,0,0,0,0,6.88,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:17Z
471,com.github.alexjlockwood/kyrie,https://github.com/alexjlockwood/kyrie,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:50Z
472,com.github.bbc/Imager.js,https://github.com/bbc/Imager.js,18,1,0,0,0,0,6.41,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:29Z
473,com.github.layui/laydate,https://github.com/layui/laydate,7,1,0,0,0,0,6.49,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:04Z
474,com.github.RisingStack/graffiti,https://github.com/RisingStack/graffiti,32,1,0,0,0,4,7.67,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:45Z
475,com.github.serverless/plugins,https://github.com/serverless/plugins,461,0,0,0,0,23,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:06Z
476,com.github.goatslacker/alt,https://github.com/goatslacker/alt,68,0,0,0,0,8,7.39,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:32Z
477,com.github.x-tag/core,https://github.com/x-tag/core,168,0,0,0,0,11,7.72,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:26Z
478,com.github.SlexAxton/yepnope.js,https://github.com/SlexAxton/yepnope.js,15,1,0,0,0,0,6.48,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:04Z
479,com.github.AigeStudio/MultiThreadDownloader,https://github.com/AigeStudio/MultiThreadDownloader,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:40Z
480,com.github.dodgepudding/bootout,https://github.com/dodgepudding/bootout,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:34Z
481,com.github.camsong/fetch-jsonp,https://github.com/camsong/fetch-jsonp,7,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:35Z
482,com.github.cerebral/cerebral,https://github.com/cerebral/cerebral,113,1,0,0,0,6,7.01,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:08Z
483,com.github.petems/tugboat,https://github.com/petems/tugboat,26,1,0,0,0,1,7.52,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:54:45Z
484,com.github.soulwire/fit.js,https://github.com/soulwire/fit.js,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:18Z
485,com.github.louisremi/background-size-polyfill,https://github.com/louisremi/background-size-polyfill,10,1,0,0,0,0,6.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:58:15Z
486,com.github.edsu/anon,https://github.com/edsu/anon,11,1,0,0,0,0,6.49,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:01:53Z
487,com.github.Malinskiy/SuperRecyclerView,https://github.com/Malinskiy/SuperRecyclerView,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:50:58Z
488,com.github.binarylogic/searchlogic,https://github.com/binarylogic/searchlogic,18,1,0,0,0,3,7.2,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:34Z
489,com.github.binarylogic/settingslogic,https://github.com/binarylogic/settingslogic,9,1,0,0,0,1,7.32,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:55:36Z
490,com.github.Peer5/ShareFest,https://github.com/Peer5/ShareFest,6,0,0,0,0,2,6.74,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:08Z
491,com.github.mispy-archive/twitter_ebooks,https://github.com/mispy-archive/twitter_ebooks,18,1,0,0,0,0,6.41,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:56Z
492,com.github.vuejs/vuex-router-sync,https://github.com/vuejs/vuex-router-sync,563,1,0,0,0,29,7.73,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:03Z
493,com.github.vuejs/vueify,https://github.com/vuejs/vueify,34,1,0,0,0,0,6.39,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:59:03Z
494,com.github.olov/ng-annotate,https://github.com/olov/ng-annotate,17,1,0,0,0,0,6.42,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:52:00Z
495,com.github.raphaelcruzeiro/jquery-notebook,https://github.com/raphaelcruzeiro/jquery-notebook,16,0,0,0,0,0,6.62,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:53:05Z
496,com.github.hughsk/disc,https://github.com/hughsk/disc,25,0,0,0,0,0,6.58,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:56:16Z
497,com.github.somerandomdude/Iconic,https://github.com/somerandomdude/Iconic,1,0,0,0,0,0,5.45,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T10:51:10Z
498,com.github.praeclarum/Netjs,https://github.com/praeclarum/Netjs,4,1,0,0,0,0,7.39,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:14Z
499,com.github.caged/gitnub,https://github.com/caged/gitnub,1,1,0,0,0,0,7.27,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:00:05Z
500,com.github.ndbroadbent/turbo-sprockets-rails3,https://github.com/ndbroadbent/turbo-sprockets-rails3,9,1,0,0,0,0,6.62,spdx,SPDX-2.3,github,GitHub.com-Dependency-Graph,2023-12-07T11:02:41Z
